Screen ID,Branch Key,Action,Kind,Mode,Branch Route,Parent Route,BRD,API Contract,Audit Contract
GIN-UI-005,save-view,save view,secondary,drawer,/ginfina/ui-branch/GIN-UI-005/save-view,/ginfina/projects,"F05, F41",GET /projects; POST /integrations/gpropel/projects/sync,project.opened; gpropel.project.sync.requested
GIN-UI-006,create-engineering-work-package,Create engineering work package,primary,page,/ginfina/ui-branch/GIN-UI-006/create-engineering-work-package,/ginfina/projects/:projectId,"F05, F38, F41",GET /projects/{id}; GET /projects/{id}/engineering-summary,project.workspace.viewed; ewp.create.started
GIN-UI-006,open-site,Open site,secondary,drawer,/ginfina/ui-branch/GIN-UI-006/open-site,/ginfina/projects/:projectId,"F05, F38, F41",GET /projects/{id}; GET /projects/{id}/engineering-summary,project.workspace.viewed; ewp.create.started
GIN-UI-006,view-ewp-register,view EWP register,secondary,drawer,/ginfina/ui-branch/GIN-UI-006/view-ewp-register,/ginfina/projects/:projectId,"F05, F38, F41",GET /projects/{id}; GET /projects/{id}/engineering-summary,project.workspace.viewed; ewp.create.started
GIN-UI-006,review-blockers,review blockers,secondary,drawer,/ginfina/ui-branch/GIN-UI-006/review-blockers,/ginfina/projects/:projectId,"F05, F38, F41",GET /projects/{id}; GET /projects/{id}/engineering-summary,project.workspace.viewed; ewp.create.started
GIN-UI-007,confirm-site-engineering-context,Confirm site engineering context,primary,page,/ginfina/ui-branch/GIN-UI-007/confirm-site-engineering-context,/ginfina/projects/:projectId/sites/:siteId,F06,GET /sites/{id}; PATCH /sites/{id}/engineering-context; GET /sites/{id}/evidence,site.context.updated; site.context.confirmed
GIN-UI-007,request-missing-site-data,Request missing site data,secondary,drawer,/ginfina/ui-branch/GIN-UI-007/request-missing-site-data,/ginfina/projects/:projectId/sites/:siteId,F06,GET /sites/{id}; PATCH /sites/{id}/engineering-context; GET /sites/{id}/evidence,site.context.updated; site.context.confirmed
GIN-UI-007,open-evidence,open evidence,secondary,drawer,/ginfina/ui-branch/GIN-UI-007/open-evidence,/ginfina/projects/:projectId/sites/:siteId,F06,GET /sites/{id}; PATCH /sites/{id}/engineering-context; GET /sites/{id}/evidence,site.context.updated; site.context.confirmed
GIN-UI-008,open-selected-ewp,Open selected EWP,primary,page,/ginfina/ui-branch/GIN-UI-008/open-selected-ewp,/ginfina/ewp,"F07, F38",GET /ewps; POST /ewps,ewp.register.viewed; ewp.opened
GIN-UI-008,create-ewp,Create EWP,secondary,drawer,/ginfina/ui-branch/GIN-UI-008/create-ewp,/ginfina/ewp,"F07, F38",GET /ewps; POST /ewps,ewp.register.viewed; ewp.opened
GIN-UI-008,export-register,export register,secondary,drawer,/ginfina/ui-branch/GIN-UI-008/export-register,/ginfina/ewp,"F07, F38",GET /ewps; POST /ewps,ewp.register.viewed; ewp.opened
GIN-UI-008,save-view,save view,secondary,drawer,/ginfina/ui-branch/GIN-UI-008/save-view,/ginfina/ewp,"F07, F38",GET /ewps; POST /ewps,ewp.register.viewed; ewp.opened
GIN-UI-009,create-ewp-baseline,Create EWP baseline,primary,page,/ginfina/ui-branch/GIN-UI-009/create-ewp-baseline,/ginfina/ewp/new,"F07, F48, F49",POST /ewps; POST /ewps/{id}/baseline,ewp.created; ewp.baseline.created
GIN-UI-009,save-draft,Save draft,secondary,drawer,/ginfina/ui-branch/GIN-UI-009/save-draft,/ginfina/ewp/new,"F07, F48, F49",POST /ewps; POST /ewps/{id}/baseline,ewp.created; ewp.baseline.created
GIN-UI-009,cancel,cancel,secondary,drawer,/ginfina/ui-branch/GIN-UI-009/cancel,/ginfina/ewp/new,"F07, F48, F49",POST /ewps; POST /ewps/{id}/baseline,ewp.created; ewp.baseline.created
GIN-UI-010,execute-next-permitted-action,Execute next permitted action,primary,page,/ginfina/ui-branch/GIN-UI-010/execute-next-permitted-action,/ginfina/ewp/:ewpId,"F07, F08, F11, F15, F38",GET /ewps/{id}; GET /ewps/{id}/next-actions; PATCH /ewps/{id},ewp.viewed; ewp.due_date.changed; ewp.transition.requested
GIN-UI-010,open-ewo,Open EWO,secondary,drawer,/ginfina/ui-branch/GIN-UI-010/open-ewo,/ginfina/ewp/:ewpId,"F07, F08, F11, F15, F38",GET /ewps/{id}; GET /ewps/{id}/next-actions; PATCH /ewps/{id},ewp.viewed; ewp.due_date.changed; ewp.transition.requested
GIN-UI-010,open-inputs,open inputs,secondary,drawer,/ginfina/ui-branch/GIN-UI-010/open-inputs,/ginfina/ewp/:ewpId,"F07, F08, F11, F15, F38",GET /ewps/{id}; GET /ewps/{id}/next-actions; PATCH /ewps/{id},ewp.viewed; ewp.due_date.changed; ewp.transition.requested
GIN-UI-010,open-deliverables,open deliverables,secondary,drawer,/ginfina/ui-branch/GIN-UI-010/open-deliverables,/ginfina/ewp/:ewpId,"F07, F08, F11, F15, F38",GET /ewps/{id}; GET /ewps/{id}/next-actions; PATCH /ewps/{id},ewp.viewed; ewp.due_date.changed; ewp.transition.requested
GIN-UI-010,view-audit,view audit,secondary,drawer,/ginfina/ui-branch/GIN-UI-010/view-audit,/ginfina/ewp/:ewpId,"F07, F08, F11, F15, F38",GET /ewps/{id}; GET /ewps/{id}/next-actions; PATCH /ewps/{id},ewp.viewed; ewp.due_date.changed; ewp.transition.requested
GIN-UI-011,issue-ewo,Issue EWO,primary,page,/ginfina/ui-branch/GIN-UI-011/issue-ewo,/ginfina/ewp/:ewpId/ewo/issue,"F08, F04, F49",POST /ewps/{id}/ewos; POST /ewos/{id}/issue,ewo.created; ewo.issued
GIN-UI-011,preview-scope,Preview scope,secondary,drawer,/ginfina/ui-branch/GIN-UI-011/preview-scope,/ginfina/ewp/:ewpId/ewo/issue,"F08, F04, F49",POST /ewps/{id}/ewos; POST /ewos/{id}/issue,ewo.created; ewo.issued
GIN-UI-011,save-draft,save draft,secondary,drawer,/ginfina/ui-branch/GIN-UI-011/save-draft,/ginfina/ewp/:ewpId/ewo/issue,"F08, F04, F49",POST /ewps/{id}/ewos; POST /ewos/{id}/issue,ewo.created; ewo.issued
GIN-UI-011,cancel,cancel,secondary,drawer,/ginfina/ui-branch/GIN-UI-011/cancel,/ginfina/ewp/:ewpId/ewo/issue,"F08, F04, F49",POST /ewps/{id}/ewos; POST /ewos/{id}/issue,ewo.created; ewo.issued
GIN-UI-012,accept-work-order,Accept work order,primary,page,/ginfina/ui-branch/GIN-UI-012/accept-work-order,/ginfina/consultant/ewo/:ewoId,F09,GET /consultant/ewos/{id}; POST /ewos/{id}/acceptance,ewo.accepted; ewo.clarification.requested; ewo.declined
GIN-UI-012,request-clarification,Request clarification,secondary,drawer,/ginfina/ui-branch/GIN-UI-012/request-clarification,/ginfina/consultant/ewo/:ewoId,F09,GET /consultant/ewos/{id}; POST /ewos/{id}/acceptance,ewo.accepted; ewo.clarification.requested; ewo.declined
GIN-UI-012,decline-with-reason,decline with reason,secondary,modal,/ginfina/ui-branch/GIN-UI-012/decline-with-reason,/ginfina/consultant/ewo/:ewoId,F09,GET /consultant/ewos/{id}; POST /ewos/{id}/acceptance,ewo.accepted; ewo.clarification.requested; ewo.declined
GIN-UI-012,download-scope,download scope,secondary,drawer,/ginfina/ui-branch/GIN-UI-012/download-scope,/ginfina/consultant/ewo/:ewoId,F09,GET /consultant/ewos/{id}; POST /ewos/{id}/acceptance,ewo.accepted; ewo.clarification.requested; ewo.declined
GIN-UI-013,add-or-update-engineering-input,Add or update engineering input,primary,page,/ginfina/ui-branch/GIN-UI-013/add-or-update-engineering-input,/ginfina/ewp/:ewpId/inputs,F11,GET /ewps/{id}/inputs; POST/PATCH /engineering-inputs,engineering_input.created; engineering_input.updated; engineering_input.confirmed
GIN-UI-013,request-evidence,Request evidence,secondary,drawer,/ginfina/ui-branch/GIN-UI-013/request-evidence,/ginfina/ewp/:ewpId/inputs,F11,GET /ewps/{id}/inputs; POST/PATCH /engineering-inputs,engineering_input.created; engineering_input.updated; engineering_input.confirmed
GIN-UI-013,mark-not-applicable,mark not applicable,secondary,drawer,/ginfina/ui-branch/GIN-UI-013/mark-not-applicable,/ginfina/ewp/:ewpId/inputs,F11,GET /ewps/{id}/inputs; POST/PATCH /engineering-inputs,engineering_input.created; engineering_input.updated; engineering_input.confirmed
GIN-UI-013,export-register,export register,secondary,drawer,/ginfina/ui-branch/GIN-UI-013/export-register,/ginfina/ewp/:ewpId/inputs,F11,GET /ewps/{id}/inputs; POST/PATCH /engineering-inputs,engineering_input.created; engineering_input.updated; engineering_input.confirmed
GIN-UI-014,authorise-design-start,Authorise design start,primary,modal,/ginfina/ui-branch/GIN-UI-014/authorise-design-start,/ginfina/ewp/:ewpId/readiness,F12,GET /ewps/{id}/readiness; POST /ewps/{id}/design-start,design_start.approved; design_start.blocked; design_start.overridden
GIN-UI-014,return-gaps,Return gaps,secondary,drawer,/ginfina/ui-branch/GIN-UI-014/return-gaps,/ginfina/ewp/:ewpId/readiness,F12,GET /ewps/{id}/readiness; POST /ewps/{id}/design-start,design_start.approved; design_start.blocked; design_start.overridden
GIN-UI-014,record-controlled-override,record controlled override,secondary,drawer,/ginfina/ui-branch/GIN-UI-014/record-controlled-override,/ginfina/ewp/:ewpId/readiness,F12,GET /ewps/{id}/readiness; POST /ewps/{id}/design-start,design_start.approved; design_start.blocked; design_start.overridden
GIN-UI-015,submit-technical-query,Submit technical query,primary,page,/ginfina/ui-branch/GIN-UI-015/submit-technical-query,/ginfina/ewp/:ewpId/rfis,F14,GET/POST /ewps/{id}/rfis; POST /rfis/{id}/responses,rfi.created; rfi.responded; rfi.closed
GIN-UI-015,save-draft,Save draft,secondary,drawer,/ginfina/ui-branch/GIN-UI-015/save-draft,/ginfina/ewp/:ewpId/rfis,F14,GET/POST /ewps/{id}/rfis; POST /rfis/{id}/responses,rfi.created; rfi.responded; rfi.closed
GIN-UI-015,link-evidence,link evidence,secondary,drawer,/ginfina/ui-branch/GIN-UI-015/link-evidence,/ginfina/ewp/:ewpId/rfis,F14,GET/POST /ewps/{id}/rfis; POST /rfis/{id}/responses,rfi.created; rfi.responded; rfi.closed
GIN-UI-015,close-if-authorised,close if authorised,secondary,modal,/ginfina/ui-branch/GIN-UI-015/close-if-authorised,/ginfina/ewp/:ewpId/rfis,F14,GET/POST /ewps/{id}/rfis; POST /rfis/{id}/responses,rfi.created; rfi.responded; rfi.closed
GIN-UI-016,open-deliverable,Open deliverable,primary,page,/ginfina/ui-branch/GIN-UI-016/open-deliverable,/ginfina/ewp/:ewpId/deliverables,F15,GET /ewps/{id}/deliverables; POST/PATCH /deliverables,deliverable.created; deliverable.updated; deliverable.cancelled
GIN-UI-016,add-deliverable,Add deliverable,secondary,drawer,/ginfina/ui-branch/GIN-UI-016/add-deliverable,/ginfina/ewp/:ewpId/deliverables,F15,GET /ewps/{id}/deliverables; POST/PATCH /deliverables,deliverable.created; deliverable.updated; deliverable.cancelled
GIN-UI-016,update-due-date,update due date,secondary,drawer,/ginfina/ui-branch/GIN-UI-016/update-due-date,/ginfina/ewp/:ewpId/deliverables,F15,GET /ewps/{id}/deliverables; POST/PATCH /deliverables,deliverable.created; deliverable.updated; deliverable.cancelled
GIN-UI-016,export-register,export register,secondary,drawer,/ginfina/ui-branch/GIN-UI-016/export-register,/ginfina/ewp/:ewpId/deliverables,F15,GET /ewps/{id}/deliverables; POST/PATCH /deliverables,deliverable.created; deliverable.updated; deliverable.cancelled
GIN-UI-017,register-revision,Register revision,primary,page,/ginfina/ui-branch/GIN-UI-017/register-revision,/ginfina/ewp/:ewpId/documents/upload,"F16, F17",POST /documents; POST /documents/{id}/revisions; POST /files/presign,document.created; document_revision.uploaded; document_revision.scanned
GIN-UI-017,save-upload-draft,Save upload draft,secondary,drawer,/ginfina/ui-branch/GIN-UI-017/save-upload-draft,/ginfina/ewp/:ewpId/documents/upload,"F16, F17",POST /documents; POST /documents/{id}/revisions; POST /files/presign,document.created; document_revision.uploaded; document_revision.scanned
GIN-UI-017,cancel,cancel,secondary,drawer,/ginfina/ui-branch/GIN-UI-017/cancel,/ginfina/ewp/:ewpId/documents/upload,"F16, F17",POST /documents; POST /documents/{id}/revisions; POST /files/presign,document.created; document_revision.uploaded; document_revision.scanned
GIN-UI-018,open-current-review-rendition,Open current review rendition,primary,page,/ginfina/ui-branch/GIN-UI-018/open-current-review-rendition,/ginfina/documents/:documentId,"F16, F17, F40",GET /documents/{id}; GET /documents/{id}/revisions; GET /files/{id}/view,document.viewed; document.downloaded; revision.compare.opened
GIN-UI-018,compare-revisions,Compare revisions,secondary,drawer,/ginfina/ui-branch/GIN-UI-018/compare-revisions,/ginfina/documents/:documentId,"F16, F17, F40",GET /documents/{id}; GET /documents/{id}/revisions; GET /files/{id}/view,document.viewed; document.downloaded; revision.compare.opened
GIN-UI-018,download-native,download native,secondary,drawer,/ginfina/ui-branch/GIN-UI-018/download-native,/ginfina/documents/:documentId,"F16, F17, F40",GET /documents/{id}; GET /documents/{id}/revisions; GET /files/{id}/view,document.viewed; document.downloaded; revision.compare.opened
GIN-UI-018,view-audit,view audit,secondary,drawer,/ginfina/ui-branch/GIN-UI-018/view-audit,/ginfina/documents/:documentId,"F16, F17, F40",GET /documents/{id}; GET /documents/{id}/revisions; GET /files/{id}/view,document.viewed; document.downloaded; revision.compare.opened
GIN-UI-019,submit-formal-transmittal,Submit formal transmittal,primary,page,/ginfina/ui-branch/GIN-UI-019/submit-formal-transmittal,/ginfina/ewp/:ewpId/submissions/new,F18,POST /ewps/{id}/submissions; POST /submissions/{id}/submit,submission.created; submission.formally_submitted
GIN-UI-019,preview-manifest,Preview manifest,secondary,drawer,/ginfina/ui-branch/GIN-UI-019/preview-manifest,/ginfina/ewp/:ewpId/submissions/new,F18,POST /ewps/{id}/submissions; POST /submissions/{id}/submit,submission.created; submission.formally_submitted
GIN-UI-019,save-draft,save draft,secondary,drawer,/ginfina/ui-branch/GIN-UI-019/save-draft,/ginfina/ewp/:ewpId/submissions/new,F18,POST /ewps/{id}/submissions; POST /submissions/{id}/submit,submission.created; submission.formally_submitted
GIN-UI-019,cancel,cancel,secondary,drawer,/ginfina/ui-branch/GIN-UI-019/cancel,/ginfina/ewp/:ewpId/submissions/new,F18,POST /ewps/{id}/submissions; POST /submissions/{id}/submit,submission.created; submission.formally_submitted
GIN-UI-020,start-review-cycle,Start review cycle,primary,page,/ginfina/ui-branch/GIN-UI-020/start-review-cycle,/ginfina/submissions/:submissionId/review/setup,"F19, F49",POST /submissions/{id}/review-cycles; POST /review-cycles/{id}/start,review_cycle.configured; review_cycle.started
GIN-UI-020,save-routing-draft,Save routing draft,secondary,drawer,/ginfina/ui-branch/GIN-UI-020/save-routing-draft,/ginfina/submissions/:submissionId/review/setup,"F19, F49",POST /submissions/{id}/review-cycles; POST /review-cycles/{id}/start,review_cycle.configured; review_cycle.started
GIN-UI-020,validate-reviewers,validate reviewers,secondary,drawer,/ginfina/ui-branch/GIN-UI-020/validate-reviewers,/ginfina/submissions/:submissionId/review/setup,"F19, F49",POST /submissions/{id}/review-cycles; POST /review-cycles/{id}/start,review_cycle.configured; review_cycle.started
GIN-UI-021,submit-review-decision,Submit review decision,primary,page,/ginfina/ui-branch/GIN-UI-021/submit-review-decision,/ginfina/reviews/:reviewCycleId,"F20, F21, F22",GET /review-cycles/{id}; POST /review-comments; POST /review-cycles/{id}/decision,review_comment.raised; review_decision.submitted; document.reviewed
GIN-UI-021,add-comment,Add comment,secondary,drawer,/ginfina/ui-branch/GIN-UI-021/add-comment,/ginfina/reviews/:reviewCycleId,"F20, F21, F22",GET /review-cycles/{id}; POST /review-comments; POST /review-cycles/{id}/decision,review_comment.raised; review_decision.submitted; document.reviewed
GIN-UI-021,filter-comments,filter comments,secondary,drawer,/ginfina/ui-branch/GIN-UI-021/filter-comments,/ginfina/reviews/:reviewCycleId,"F20, F21, F22",GET /review-cycles/{id}; POST /review-comments; POST /review-cycles/{id}/decision,review_comment.raised; review_decision.submitted; document.reviewed
GIN-UI-021,compare-revision,compare revision,secondary,drawer,/ginfina/ui-branch/GIN-UI-021/compare-revision,/ginfina/reviews/:reviewCycleId,"F20, F21, F22",GET /review-cycles/{id}; POST /review-comments; POST /review-cycles/{id}/decision,review_comment.raised; review_decision.submitted; document.reviewed
GIN-UI-021,return-to-consultant,return to consultant,secondary,drawer,/ginfina/ui-branch/GIN-UI-021/return-to-consultant,/ginfina/reviews/:reviewCycleId,"F20, F21, F22",GET /review-cycles/{id}; POST /review-comments; POST /review-cycles/{id}/decision,review_comment.raised; review_decision.submitted; document.reviewed
GIN-UI-022,verify-and-close-comment,Verify and close comment,primary,modal,/ginfina/ui-branch/GIN-UI-022/verify-and-close-comment,/ginfina/review-comments/:commentId,"F21, F22",GET /review-comments/{id}; POST /review-comments/{id}/responses; POST /review-comments/{id}/verify,review_comment.responded; review_comment.closed; review_comment.reopened
GIN-UI-022,submit-consultant-response,Submit consultant response,secondary,drawer,/ginfina/ui-branch/GIN-UI-022/submit-consultant-response,/ginfina/review-comments/:commentId,"F21, F22",GET /review-comments/{id}; POST /review-comments/{id}/responses; POST /review-comments/{id}/verify,review_comment.responded; review_comment.closed; review_comment.reopened
GIN-UI-022,reopen,reopen,secondary,drawer,/ginfina/ui-branch/GIN-UI-022/reopen,/ginfina/review-comments/:commentId,"F21, F22",GET /review-comments/{id}; POST /review-comments/{id}/responses; POST /review-comments/{id}/verify,review_comment.responded; review_comment.closed; review_comment.reopened
GIN-UI-022,link-corrective-revision,link corrective revision,secondary,drawer,/ginfina/ui-branch/GIN-UI-022/link-corrective-revision,/ginfina/review-comments/:commentId,"F21, F22",GET /review-comments/{id}; POST /review-comments/{id}/responses; POST /review-comments/{id}/verify,review_comment.responded; review_comment.closed; review_comment.reopened
GIN-UI-023,approve-technical-package,Approve technical package,primary,modal,/ginfina/ui-branch/GIN-UI-023/approve-technical-package,/ginfina/ewp/:ewpId/approval,"F23, F49",GET /ewps/{id}/approval-readiness; POST /approvals,engineering_approval.approved; engineering_approval.returned; engineering_approval.rejected
GIN-UI-023,return-for-correction,Return for correction,secondary,drawer,/ginfina/ui-branch/GIN-UI-023/return-for-correction,/ginfina/ewp/:ewpId/approval,"F23, F49",GET /ewps/{id}/approval-readiness; POST /approvals,engineering_approval.approved; engineering_approval.returned; engineering_approval.rejected
GIN-UI-023,reject,reject,secondary,modal,/ginfina/ui-branch/GIN-UI-023/reject,/ginfina/ewp/:ewpId/approval,"F23, F49",GET /ewps/{id}/approval-readiness; POST /approvals,engineering_approval.approved; engineering_approval.returned; engineering_approval.rejected
GIN-UI-023,view-evidence,view evidence,secondary,drawer,/ginfina/ui-branch/GIN-UI-023/view-evidence,/ginfina/ewp/:ewpId/approval,"F23, F49",GET /ewps/{id}/approval-readiness; POST /approvals,engineering_approval.approved; engineering_approval.returned; engineering_approval.rejected
GIN-UI-024,release-controlled-baseline,Release controlled baseline,primary,modal,/ginfina/ui-branch/GIN-UI-024/release-controlled-baseline,/ginfina/ewp/:ewpId/releases/new,F24,POST /ewps/{id}/releases; POST /releases/{id}/issue,engineering_release.prepared; engineering_release.issued; engineering_release.superseded
GIN-UI-024,preview-release-manifest,Preview release manifest,secondary,modal,/ginfina/ui-branch/GIN-UI-024/preview-release-manifest,/ginfina/ewp/:ewpId/releases/new,F24,POST /ewps/{id}/releases; POST /releases/{id}/issue,engineering_release.prepared; engineering_release.issued; engineering_release.superseded
GIN-UI-024,cancel,cancel,secondary,drawer,/ginfina/ui-branch/GIN-UI-024/cancel,/ginfina/ewp/:ewpId/releases/new,F24,POST /ewps/{id}/releases; POST /releases/{id}/issue,engineering_release.prepared; engineering_release.issued; engineering_release.superseded
GIN-UI-025,open-released-document,Open released document,primary,modal,/ginfina/ui-branch/GIN-UI-025/open-released-document,/ginfina/ewp/:ewpId/releases/current,F25,GET /ewps/{id}/releases/current; GET /releases/{id},release_set.viewed; released_document.downloaded
GIN-UI-025,download-controlled-set,Download controlled set,secondary,drawer,/ginfina/ui-branch/GIN-UI-025/download-controlled-set,/ginfina/ewp/:ewpId/releases/current,F25,GET /ewps/{id}/releases/current; GET /releases/{id},release_set.viewed; released_document.downloaded
GIN-UI-025,compare-prior-release,compare prior release,secondary,modal,/ginfina/ui-branch/GIN-UI-025/compare-prior-release,/ginfina/ewp/:ewpId/releases/current,F25,GET /ewps/{id}/releases/current; GET /releases/{id},release_set.viewed; released_document.downloaded
GIN-UI-026,submit-ebom-for-engineering-review,Submit EBOM for engineering review,primary,page,/ginfina/ui-branch/GIN-UI-026/submit-ebom-for-engineering-review,/ginfina/ewp/:ewpId/ebom,F26,GET/POST /ewps/{id}/ebom; POST /ebom/{id}/baseline,ebom.line.created; ebom.baseline.submitted; ebom.baseline.approved
GIN-UI-026,add-item,Add item,secondary,drawer,/ginfina/ui-branch/GIN-UI-026/add-item,/ginfina/ewp/:ewpId/ebom,F26,GET/POST /ewps/{id}/ebom; POST /ebom/{id}/baseline,ebom.line.created; ebom.baseline.submitted; ebom.baseline.approved
GIN-UI-026,import-from-design,import from design,secondary,modal,/ginfina/ui-branch/GIN-UI-026/import-from-design,/ginfina/ewp/:ewpId/ebom,F26,GET/POST /ewps/{id}/ebom; POST /ebom/{id}/baseline,ebom.line.created; ebom.baseline.submitted; ebom.baseline.approved
GIN-UI-026,compare-baseline,compare baseline,secondary,drawer,/ginfina/ui-branch/GIN-UI-026/compare-baseline,/ginfina/ewp/:ewpId/ebom,F26,GET/POST /ewps/{id}/ebom; POST /ebom/{id}/baseline,ebom.line.created; ebom.baseline.submitted; ebom.baseline.approved
GIN-UI-026,export,export,secondary,drawer,/ginfina/ui-branch/GIN-UI-026/export,/ginfina/ewp/:ewpId/ebom,F26,GET/POST /ewps/{id}/ebom; POST /ebom/{id}/baseline,ebom.line.created; ebom.baseline.submitted; ebom.baseline.approved
GIN-UI-027,submit-boq-for-review,Submit BOQ for review,primary,page,/ginfina/ui-branch/GIN-UI-027/submit-boq-for-review,/ginfina/ewp/:ewpId/boq,F27,GET/POST /ewps/{id}/boq; GET /ewps/{id}/ebom-boq-reconciliation,boq.line.created; boq.baseline.submitted; boq.reconciled
GIN-UI-027,add-quantity-item,Add quantity item,secondary,drawer,/ginfina/ui-branch/GIN-UI-027/add-quantity-item,/ginfina/ewp/:ewpId/boq,F27,GET/POST /ewps/{id}/boq; GET /ewps/{id}/ebom-boq-reconciliation,boq.line.created; boq.baseline.submitted; boq.reconciled
GIN-UI-027,reconcile-to-ebom,reconcile to EBOM,secondary,drawer,/ginfina/ui-branch/GIN-UI-027/reconcile-to-ebom,/ginfina/ewp/:ewpId/boq,F27,GET/POST /ewps/{id}/boq; GET /ewps/{id}/ebom-boq-reconciliation,boq.line.created; boq.baseline.submitted; boq.reconciled
GIN-UI-027,export,export,secondary,drawer,/ginfina/ui-branch/GIN-UI-027/export,/ginfina/ewp/:ewpId/boq,F27,GET/POST /ewps/{id}/boq; GET /ewps/{id}/ebom-boq-reconciliation,boq.line.created; boq.baseline.submitted; boq.reconciled
GIN-UI-028,release-package-to-gsolve,Release package to GSOLVE,primary,modal,/ginfina/ui-branch/GIN-UI-028/release-package-to-gsolve,/ginfina/ewp/:ewpId/procurement-package,"F29, F42",POST /ewps/{id}/procurement-packages; POST /procurement-packages/{id}/release,procurement_package.created; procurement_package.released; gsolve.handoff.sent
