Screen ID,Screen Name,Module,BRD,Route,Viewport,Frame Marking,Render File,Native Figma Status
GIN-UI-001,"Secure Login, SSO and MFA",Access and Identity,F01,/ginfina/login,WEB,"GIN-UI-001 | Secure Login, SSO and MFA | WEB | R1.0 D0.1 | GX1 | Mantine",02_Renders/Web_1440x900/GIN-UI-001.png,Native editable frame created in connected Figma file
GIN-UI-005,Project Register,Projects,"F05, F41",/ginfina/projects,WEB,GIN-UI-005 | Project Register | WEB | R1.0 D0.1 | GX1 | Mantine,02_Renders/Web_1440x900/GIN-UI-005.png,Native editable frame created in connected Figma file
GIN-UI-005,Project Register,Projects,"F05, F41",/ginfina/projects,TABLET,GIN-UI-005 | Project Register | TABLET | R1.0 D0.1 | GX1 | Mantine,02_Renders/Tablet_1024x768/GIN-UI-005.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-005,Project Register,Projects,"F05, F41",/ginfina/projects,MOBILE,GIN-UI-005 | Project Register | MOBILE | R1.0 D0.1 | GX1 | Mantine,02_Renders/Mobile_390x844/GIN-UI-005.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-006,Project Engineering Workspace,Projects,"F05, F38, F41",/ginfina/projects/:projectId,WEB,GIN-UI-006 | Project Engineering Workspace | WEB | R1.0 D0.1 | GX1 | Mantine,02_Renders/Web_1440x900/GIN-UI-006.png,Native editable frame created in connected Figma file
GIN-UI-006,Project Engineering Workspace,Projects,"F05, F38, F41",/ginfina/projects/:projectId,TABLET,GIN-UI-006 | Project Engineering Workspace | TABLET | R1.0 D0.1 | GX1 | Mantine,02_Renders/Tablet_1024x768/GIN-UI-006.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-006,Project Engineering Workspace,Projects,"F05, F38, F41",/ginfina/projects/:projectId,MOBILE,GIN-UI-006 | Project Engineering Workspace | MOBILE | R1.0 D0.1 | GX1 | Mantine,02_Renders/Mobile_390x844/GIN-UI-006.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-007,Site Engineering Context and Location,Projects,F06,/ginfina/projects/:projectId/sites/:siteId,WEB,GIN-UI-007 | Site Engineering Context and Location | WEB | R1.0 D0.1 | GX1 | Mantine,02_Renders/Web_1440x900/GIN-UI-007.png,Native editable frame created in connected Figma file
GIN-UI-007,Site Engineering Context and Location,Projects,F06,/ginfina/projects/:projectId/sites/:siteId,TABLET,GIN-UI-007 | Site Engineering Context and Location | TABLET | R1.0 D0.1 | GX1 | Mantine,02_Renders/Tablet_1024x768/GIN-UI-007.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-007,Site Engineering Context and Location,Projects,F06,/ginfina/projects/:projectId/sites/:siteId,MOBILE,GIN-UI-007 | Site Engineering Context and Location | MOBILE | R1.0 D0.1 | GX1 | Mantine,02_Renders/Mobile_390x844/GIN-UI-007.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-008,Engineering Work Package Register,Engineering Work,"F07, F38",/ginfina/ewp,WEB,GIN-UI-008 | Engineering Work Package Register | WEB | R1.0 D0.1 | GX1 | Mantine,02_Renders/Web_1440x900/GIN-UI-008.png,Native editable frame created in connected Figma file
GIN-UI-008,Engineering Work Package Register,Engineering Work,"F07, F38",/ginfina/ewp,TABLET,GIN-UI-008 | Engineering Work Package Register | TABLET | R1.0 D0.1 | GX1 | Mantine,02_Renders/Tablet_1024x768/GIN-UI-008.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-008,Engineering Work Package Register,Engineering Work,"F07, F38",/ginfina/ewp,MOBILE,GIN-UI-008 | Engineering Work Package Register | MOBILE | R1.0 D0.1 | GX1 | Mantine,02_Renders/Mobile_390x844/GIN-UI-008.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-009,Create and Baseline Engineering Work Package,Engineering Work,"F07, F48, F49",/ginfina/ewp/new,WEB,GIN-UI-009 | Create and Baseline Engineering Work Package | WEB | R1.0 D0.1 | GX1 | Mantine,02_Renders/Web_1440x900/GIN-UI-009.png,Native editable frame created in connected Figma file
GIN-UI-009,Create and Baseline Engineering Work Package,Engineering Work,"F07, F48, F49",/ginfina/ewp/new,TABLET,GIN-UI-009 | Create and Baseline Engineering Work Package | TABLET | R1.0 D0.1 | GX1 | Mantine,02_Renders/Tablet_1024x768/GIN-UI-009.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-009,Create and Baseline Engineering Work Package,Engineering Work,"F07, F48, F49",/ginfina/ewp/new,MOBILE,GIN-UI-009 | Create and Baseline Engineering Work Package | MOBILE | R1.0 D0.1 | GX1 | Mantine,02_Renders/Mobile_390x844/GIN-UI-009.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-010,Engineering Work Package Control Centre,Engineering Work,"F07, F08, F11, F15, F38",/ginfina/ewp/:ewpId,WEB,GIN-UI-010 | Engineering Work Package Control Centre | WEB | R1.0 D0.1 | GX1 | Mantine,02_Renders/Web_1440x900/GIN-UI-010.png,Native editable frame created in connected Figma file
GIN-UI-010,Engineering Work Package Control Centre,Engineering Work,"F07, F08, F11, F15, F38",/ginfina/ewp/:ewpId,TABLET,GIN-UI-010 | Engineering Work Package Control Centre | TABLET | R1.0 D0.1 | GX1 | Mantine,02_Renders/Tablet_1024x768/GIN-UI-010.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-010,Engineering Work Package Control Centre,Engineering Work,"F07, F08, F11, F15, F38",/ginfina/ewp/:ewpId,MOBILE,GIN-UI-010 | Engineering Work Package Control Centre | MOBILE | R1.0 D0.1 | GX1 | Mantine,02_Renders/Mobile_390x844/GIN-UI-010.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-011,Issue Engineering Work Order,Engineering Work,"F08, F04, F49",/ginfina/ewp/:ewpId/ewo/issue,WEB,GIN-UI-011 | Issue Engineering Work Order | WEB | R1.0 D0.1 | GX1 | Mantine,02_Renders/Web_1440x900/GIN-UI-011.png,Native editable frame created in connected Figma file
GIN-UI-011,Issue Engineering Work Order,Engineering Work,"F08, F04, F49",/ginfina/ewp/:ewpId/ewo/issue,TABLET,GIN-UI-011 | Issue Engineering Work Order | TABLET | R1.0 D0.1 | GX1 | Mantine,02_Renders/Tablet_1024x768/GIN-UI-011.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-011,Issue Engineering Work Order,Engineering Work,"F08, F04, F49",/ginfina/ewp/:ewpId/ewo/issue,MOBILE,GIN-UI-011 | Issue Engineering Work Order | MOBILE | R1.0 D0.1 | GX1 | Mantine,02_Renders/Mobile_390x844/GIN-UI-011.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-012,Consultant EWO Acceptance and Clarification,Consultant Portal,F09,/ginfina/consultant/ewo/:ewoId,WEB,GIN-UI-012 | Consultant EWO Acceptance and Clarification | WEB | R1.0 D0.1 | GX1 | Mantine,02_Renders/Web_1440x900/GIN-UI-012.png,Native editable frame created in connected Figma file
GIN-UI-012,Consultant EWO Acceptance and Clarification,Consultant Portal,F09,/ginfina/consultant/ewo/:ewoId,TABLET,GIN-UI-012 | Consultant EWO Acceptance and Clarification | TABLET | R1.0 D0.1 | GX1 | Mantine,02_Renders/Tablet_1024x768/GIN-UI-012.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-012,Consultant EWO Acceptance and Clarification,Consultant Portal,F09,/ginfina/consultant/ewo/:ewoId,MOBILE,GIN-UI-012 | Consultant EWO Acceptance and Clarification | MOBILE | R1.0 D0.1 | GX1 | Mantine,02_Renders/Mobile_390x844/GIN-UI-012.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-013,Engineering Input Register,Inputs and Deliverables,F11,/ginfina/ewp/:ewpId/inputs,WEB,GIN-UI-013 | Engineering Input Register | WEB | R1.0 D0.1 | GX1 | Mantine,02_Renders/Web_1440x900/GIN-UI-013.png,Native editable frame created in connected Figma file
GIN-UI-013,Engineering Input Register,Inputs and Deliverables,F11,/ginfina/ewp/:ewpId/inputs,TABLET,GIN-UI-013 | Engineering Input Register | TABLET | R1.0 D0.1 | GX1 | Mantine,02_Renders/Tablet_1024x768/GIN-UI-013.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-013,Engineering Input Register,Inputs and Deliverables,F11,/ginfina/ewp/:ewpId/inputs,MOBILE,GIN-UI-013 | Engineering Input Register | MOBILE | R1.0 D0.1 | GX1 | Mantine,02_Renders/Mobile_390x844/GIN-UI-013.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-014,Input Readiness and Design Start Gate,Inputs and Deliverables,F12,/ginfina/ewp/:ewpId/readiness,WEB,GIN-UI-014 | Input Readiness and Design Start Gate | WEB | R1.0 D0.1 | GX1 | Mantine,02_Renders/Web_1440x900/GIN-UI-014.png,Native editable frame created in connected Figma file
GIN-UI-014,Input Readiness and Design Start Gate,Inputs and Deliverables,F12,/ginfina/ewp/:ewpId/readiness,TABLET,GIN-UI-014 | Input Readiness and Design Start Gate | TABLET | R1.0 D0.1 | GX1 | Mantine,02_Renders/Tablet_1024x768/GIN-UI-014.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-014,Input Readiness and Design Start Gate,Inputs and Deliverables,F12,/ginfina/ewp/:ewpId/readiness,MOBILE,GIN-UI-014 | Input Readiness and Design Start Gate | MOBILE | R1.0 D0.1 | GX1 | Mantine,02_Renders/Mobile_390x844/GIN-UI-014.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-015,Engineering RFI and Technical Query,Inputs and Deliverables,F14,/ginfina/ewp/:ewpId/rfis,WEB,GIN-UI-015 | Engineering RFI and Technical Query | WEB | R1.0 D0.1 | GX1 | Mantine,02_Renders/Web_1440x900/GIN-UI-015.png,Native editable frame created in connected Figma file
GIN-UI-015,Engineering RFI and Technical Query,Inputs and Deliverables,F14,/ginfina/ewp/:ewpId/rfis,TABLET,GIN-UI-015 | Engineering RFI and Technical Query | TABLET | R1.0 D0.1 | GX1 | Mantine,02_Renders/Tablet_1024x768/GIN-UI-015.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-015,Engineering RFI and Technical Query,Inputs and Deliverables,F14,/ginfina/ewp/:ewpId/rfis,MOBILE,GIN-UI-015 | Engineering RFI and Technical Query | MOBILE | R1.0 D0.1 | GX1 | Mantine,02_Renders/Mobile_390x844/GIN-UI-015.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-016,Engineering Deliverable Register,Inputs and Deliverables,F15,/ginfina/ewp/:ewpId/deliverables,WEB,GIN-UI-016 | Engineering Deliverable Register | WEB | R1.0 D0.1 | GX1 | Mantine,02_Renders/Web_1440x900/GIN-UI-016.png,Native editable frame created in connected Figma file
GIN-UI-016,Engineering Deliverable Register,Inputs and Deliverables,F15,/ginfina/ewp/:ewpId/deliverables,TABLET,GIN-UI-016 | Engineering Deliverable Register | TABLET | R1.0 D0.1 | GX1 | Mantine,02_Renders/Tablet_1024x768/GIN-UI-016.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-016,Engineering Deliverable Register,Inputs and Deliverables,F15,/ginfina/ewp/:ewpId/deliverables,MOBILE,GIN-UI-016 | Engineering Deliverable Register | MOBILE | R1.0 D0.1 | GX1 | Mantine,02_Renders/Mobile_390x844/GIN-UI-016.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-017,Document Upload and Revision Registration,Documents and Reviews,"F16, F17",/ginfina/ewp/:ewpId/documents/upload,WEB,GIN-UI-017 | Document Upload and Revision Registration | WEB | R1.0 D0.1 | GX1 | Mantine,02_Renders/Web_1440x900/GIN-UI-017.png,Native editable frame created in connected Figma file
GIN-UI-017,Document Upload and Revision Registration,Documents and Reviews,"F16, F17",/ginfina/ewp/:ewpId/documents/upload,TABLET,GIN-UI-017 | Document Upload and Revision Registration | TABLET | R1.0 D0.1 | GX1 | Mantine,02_Renders/Tablet_1024x768/GIN-UI-017.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-017,Document Upload and Revision Registration,Documents and Reviews,"F16, F17",/ginfina/ewp/:ewpId/documents/upload,MOBILE,GIN-UI-017 | Document Upload and Revision Registration | MOBILE | R1.0 D0.1 | GX1 | Mantine,02_Renders/Mobile_390x844/GIN-UI-017.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-018,Document Detail and Revision History,Documents and Reviews,"F16, F17, F40",/ginfina/documents/:documentId,WEB,GIN-UI-018 | Document Detail and Revision History | WEB | R1.0 D0.1 | GX1 | Mantine,02_Renders/Web_1440x900/GIN-UI-018.png,Native editable frame created in connected Figma file
GIN-UI-018,Document Detail and Revision History,Documents and Reviews,"F16, F17, F40",/ginfina/documents/:documentId,TABLET,GIN-UI-018 | Document Detail and Revision History | TABLET | R1.0 D0.1 | GX1 | Mantine,02_Renders/Tablet_1024x768/GIN-UI-018.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-018,Document Detail and Revision History,Documents and Reviews,"F16, F17, F40",/ginfina/documents/:documentId,MOBILE,GIN-UI-018 | Document Detail and Revision History | MOBILE | R1.0 D0.1 | GX1 | Mantine,02_Renders/Mobile_390x844/GIN-UI-018.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-019,Formal Submission and Transmittal,Documents and Reviews,F18,/ginfina/ewp/:ewpId/submissions/new,WEB,GIN-UI-019 | Formal Submission and Transmittal | WEB | R1.0 D0.1 | GX1 | Mantine,02_Renders/Web_1440x900/GIN-UI-019.png,Native editable frame created in connected Figma file
GIN-UI-019,Formal Submission and Transmittal,Documents and Reviews,F18,/ginfina/ewp/:ewpId/submissions/new,TABLET,GIN-UI-019 | Formal Submission and Transmittal | TABLET | R1.0 D0.1 | GX1 | Mantine,02_Renders/Tablet_1024x768/GIN-UI-019.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-019,Formal Submission and Transmittal,Documents and Reviews,F18,/ginfina/ewp/:ewpId/submissions/new,MOBILE,GIN-UI-019 | Formal Submission and Transmittal | MOBILE | R1.0 D0.1 | GX1 | Mantine,02_Renders/Mobile_390x844/GIN-UI-019.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-020,Review Cycle Configuration and Routing,Documents and Reviews,"F19, F49",/ginfina/submissions/:submissionId/review/setup,WEB,GIN-UI-020 | Review Cycle Configuration and Routing | WEB | R1.0 D0.1 | GX1 | Mantine,02_Renders/Web_1440x900/GIN-UI-020.png,Native editable frame created in connected Figma file
GIN-UI-020,Review Cycle Configuration and Routing,Documents and Reviews,"F19, F49",/ginfina/submissions/:submissionId/review/setup,TABLET,GIN-UI-020 | Review Cycle Configuration and Routing | TABLET | R1.0 D0.1 | GX1 | Mantine,02_Renders/Tablet_1024x768/GIN-UI-020.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-020,Review Cycle Configuration and Routing,Documents and Reviews,"F19, F49",/ginfina/submissions/:submissionId/review/setup,MOBILE,GIN-UI-020 | Review Cycle Configuration and Routing | MOBILE | R1.0 D0.1 | GX1 | Mantine,02_Renders/Mobile_390x844/GIN-UI-020.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-021,Engineering Review Workspace,Documents and Reviews,"F20, F21, F22",/ginfina/reviews/:reviewCycleId,WEB,GIN-UI-021 | Engineering Review Workspace | WEB | R1.0 D0.1 | GX1 | Mantine,02_Renders/Web_1440x900/GIN-UI-021.png,Native editable frame created in connected Figma file
GIN-UI-021,Engineering Review Workspace,Documents and Reviews,"F20, F21, F22",/ginfina/reviews/:reviewCycleId,TABLET,GIN-UI-021 | Engineering Review Workspace | TABLET | R1.0 D0.1 | GX1 | Mantine,02_Renders/Tablet_1024x768/GIN-UI-021.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-021,Engineering Review Workspace,Documents and Reviews,"F20, F21, F22",/ginfina/reviews/:reviewCycleId,MOBILE,GIN-UI-021 | Engineering Review Workspace | MOBILE | R1.0 D0.1 | GX1 | Mantine,02_Renders/Mobile_390x844/GIN-UI-021.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-022,"Comment Response, Verification and Closure",Documents and Reviews,"F21, F22",/ginfina/review-comments/:commentId,WEB,"GIN-UI-022 | Comment Response, Verification and Closure | WEB | R1.0 D0.1 | GX1 | Mantine",02_Renders/Web_1440x900/GIN-UI-022.png,Native editable frame created in connected Figma file
GIN-UI-022,"Comment Response, Verification and Closure",Documents and Reviews,"F21, F22",/ginfina/review-comments/:commentId,TABLET,"GIN-UI-022 | Comment Response, Verification and Closure | TABLET | R1.0 D0.1 | GX1 | Mantine",02_Renders/Tablet_1024x768/GIN-UI-022.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-022,"Comment Response, Verification and Closure",Documents and Reviews,"F21, F22",/ginfina/review-comments/:commentId,MOBILE,"GIN-UI-022 | Comment Response, Verification and Closure | MOBILE | R1.0 D0.1 | GX1 | Mantine",02_Renders/Mobile_390x844/GIN-UI-022.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-023,Engineering Approval and Technical Sign-Off,Approval and Release,"F23, F49",/ginfina/ewp/:ewpId/approval,WEB,GIN-UI-023 | Engineering Approval and Technical Sign-Off | WEB | R1.0 D0.1 | GX1 | Mantine,02_Renders/Web_1440x900/GIN-UI-023.png,Native editable frame created in connected Figma file
GIN-UI-023,Engineering Approval and Technical Sign-Off,Approval and Release,"F23, F49",/ginfina/ewp/:ewpId/approval,TABLET,GIN-UI-023 | Engineering Approval and Technical Sign-Off | TABLET | R1.0 D0.1 | GX1 | Mantine,02_Renders/Tablet_1024x768/GIN-UI-023.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-023,Engineering Approval and Technical Sign-Off,Approval and Release,"F23, F49",/ginfina/ewp/:ewpId/approval,MOBILE,GIN-UI-023 | Engineering Approval and Technical Sign-Off | MOBILE | R1.0 D0.1 | GX1 | Mantine,02_Renders/Mobile_390x844/GIN-UI-023.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-024,Controlled Engineering Release - IFR / IFA / IFC,Approval and Release,F24,/ginfina/ewp/:ewpId/releases/new,WEB,GIN-UI-024 | Controlled Engineering Release - IFR / IFA / IFC | WEB | R1.0 D0.1 | GX1 | Mantine,02_Renders/Web_1440x900/GIN-UI-024.png,Native editable frame created in connected Figma file
GIN-UI-024,Controlled Engineering Release - IFR / IFA / IFC,Approval and Release,F24,/ginfina/ewp/:ewpId/releases/new,TABLET,GIN-UI-024 | Controlled Engineering Release - IFR / IFA / IFC | TABLET | R1.0 D0.1 | GX1 | Mantine,02_Renders/Tablet_1024x768/GIN-UI-024.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-024,Controlled Engineering Release - IFR / IFA / IFC,Approval and Release,F24,/ginfina/ewp/:ewpId/releases/new,MOBILE,GIN-UI-024 | Controlled Engineering Release - IFR / IFA / IFC | MOBILE | R1.0 D0.1 | GX1 | Mantine,02_Renders/Mobile_390x844/GIN-UI-024.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-025,Current Released Engineering Set,Approval and Release,F25,/ginfina/ewp/:ewpId/releases/current,WEB,GIN-UI-025 | Current Released Engineering Set | WEB | R1.0 D0.1 | GX1 | Mantine,02_Renders/Web_1440x900/GIN-UI-025.png,Native editable frame created in connected Figma file
GIN-UI-025,Current Released Engineering Set,Approval and Release,F25,/ginfina/ewp/:ewpId/releases/current,TABLET,GIN-UI-025 | Current Released Engineering Set | TABLET | R1.0 D0.1 | GX1 | Mantine,02_Renders/Tablet_1024x768/GIN-UI-025.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-025,Current Released Engineering Set,Approval and Release,F25,/ginfina/ewp/:ewpId/releases/current,MOBILE,GIN-UI-025 | Current Released Engineering Set | MOBILE | R1.0 D0.1 | GX1 | Mantine,02_Renders/Mobile_390x844/GIN-UI-025.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-026,Engineering Bill of Materials (EBOM) Workspace,Quantities and Procurement,F26,/ginfina/ewp/:ewpId/ebom,WEB,GIN-UI-026 | Engineering Bill of Materials (EBOM) Workspace | WEB | R1.0 D0.1 | GX1 | Mantine,02_Renders/Web_1440x900/GIN-UI-026.png,Native editable frame created in connected Figma file
GIN-UI-026,Engineering Bill of Materials (EBOM) Workspace,Quantities and Procurement,F26,/ginfina/ewp/:ewpId/ebom,TABLET,GIN-UI-026 | Engineering Bill of Materials (EBOM) Workspace | TABLET | R1.0 D0.1 | GX1 | Mantine,02_Renders/Tablet_1024x768/GIN-UI-026.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-026,Engineering Bill of Materials (EBOM) Workspace,Quantities and Procurement,F26,/ginfina/ewp/:ewpId/ebom,MOBILE,GIN-UI-026 | Engineering Bill of Materials (EBOM) Workspace | MOBILE | R1.0 D0.1 | GX1 | Mantine,02_Renders/Mobile_390x844/GIN-UI-026.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-027,Engineering Bill of Quantities (BOQ) Workspace,Quantities and Procurement,F27,/ginfina/ewp/:ewpId/boq,WEB,GIN-UI-027 | Engineering Bill of Quantities (BOQ) Workspace | WEB | R1.0 D0.1 | GX1 | Mantine,02_Renders/Web_1440x900/GIN-UI-027.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-027,Engineering Bill of Quantities (BOQ) Workspace,Quantities and Procurement,F27,/ginfina/ewp/:ewpId/boq,TABLET,GIN-UI-027 | Engineering Bill of Quantities (BOQ) Workspace | TABLET | R1.0 D0.1 | GX1 | Mantine,02_Renders/Tablet_1024x768/GIN-UI-027.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-027,Engineering Bill of Quantities (BOQ) Workspace,Quantities and Procurement,F27,/ginfina/ewp/:ewpId/boq,MOBILE,GIN-UI-027 | Engineering Bill of Quantities (BOQ) Workspace | MOBILE | R1.0 D0.1 | GX1 | Mantine,02_Renders/Mobile_390x844/GIN-UI-027.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-028,Procurement Engineering Package,Quantities and Procurement,"F29, F42",/ginfina/ewp/:ewpId/procurement-package,WEB,GIN-UI-028 | Procurement Engineering Package | WEB | R1.0 D0.1 | GX1 | Mantine,02_Renders/Web_1440x900/GIN-UI-028.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-028,Procurement Engineering Package,Quantities and Procurement,"F29, F42",/ginfina/ewp/:ewpId/procurement-package,TABLET,GIN-UI-028 | Procurement Engineering Package | TABLET | R1.0 D0.1 | GX1 | Mantine,02_Renders/Tablet_1024x768/GIN-UI-028.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-028,Procurement Engineering Package,Quantities and Procurement,"F29, F42",/ginfina/ewp/:ewpId/procurement-package,MOBILE,GIN-UI-028 | Procurement Engineering Package | MOBILE | R1.0 D0.1 | GX1 | Mantine,02_Renders/Mobile_390x844/GIN-UI-028.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-029,Technical Substitution and Deviation Request,Quantities and Procurement,"F30, F50",/ginfina/procurement-packages/:pepId/deviations,WEB,GIN-UI-029 | Technical Substitution and Deviation Request | WEB | R1.0 D0.1 | GX1 | Mantine,02_Renders/Web_1440x900/GIN-UI-029.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-029,Technical Substitution and Deviation Request,Quantities and Procurement,"F30, F50",/ginfina/procurement-packages/:pepId/deviations,TABLET,GIN-UI-029 | Technical Substitution and Deviation Request | TABLET | R1.0 D0.1 | GX1 | Mantine,02_Renders/Tablet_1024x768/GIN-UI-029.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-029,Technical Substitution and Deviation Request,Quantities and Procurement,"F30, F50",/ginfina/procurement-packages/:pepId/deviations,MOBILE,GIN-UI-029 | Technical Substitution and Deviation Request | MOBILE | R1.0 D0.1 | GX1 | Mantine,02_Renders/Mobile_390x844/GIN-UI-029.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-030,Technical Completion Certification,Completion,F35,/ginfina/ewp/:ewpId/completion,WEB,GIN-UI-030 | Technical Completion Certification | WEB | R1.0 D0.1 | GX1 | Mantine,02_Renders/Web_1440x900/GIN-UI-030.png,Visual/source available in download pack; native frame pending MCP continuation
